Artikel-ID,Artikel,Text
art_172,Art. 172,Kein Inhalt
art_172_bis,Art. 172,Kein Inhalt
art_172_ter,Art. 172,"Richtet sich die Tat nur auf einen geringen Vermögenswert oder auf einen geringen Schaden, so wird der Täter, auf Antrag, mit Busse bestraft. Diese Vorschrift gilt nicht bei qualifiziertem Diebstahl (Art. 139 Ziff. 2"
art_173,Art. 173,"Wer jemanden bei einem andern eines unehrenhaften Verhaltens oder anderer Tatsachen, die geeignet sind, seinen Ruf zu schädigen, beschuldigt oder verdächtigt, wer eine solche Beschuldigung oder Verdächtigung weiterverbreitet, wird, auf Antrag, mit Geldstrafe bestraft. Beweist der Beschuldigte, dass die von ihm vorgebrachte oder weiterverbreitete Äusserung der Wahrheit entspricht, oder dass er ernsthafte Gründe hatte, sie in guten Treuen für wahr zu halten, so ist er nicht strafbar. Der Beschuldigte wird zum Beweis nicht zugelassen und ist strafbar für Äusserungen, die ohne Wahrung öffentlicher Interessen oder sonst wie ohne begründete Veranlassung, vorwiegend in der Absicht vorgebracht oder verbreitet werden, jemandem Übles vorzuwerfen, insbesondere, wenn sich die Äusserungen auf das Privat- oder Familienleben beziehen. Nimmt der Täter seine Äusserung als unwahr zurück, so kann er milder bestraft oder ganz von Strafe befreit werden. Hat der Beschuldigte den Wahrheitsbeweis nicht erbracht oder sind seine Äusserungen unwahr oder nimmt der Beschuldigte sie zurück, so hat das Gericht dies im Urteil oder in einer andern Urkunde festzustellen."
art_174,Art. 174,"Wer jemanden wider besseres Wissen bei einem andern eines unehrenhaften Verhaltens oder anderer Tatsachen, die geeignet sind, seinen Ruf zu schädigen, beschuldigt oder verdächtigt, wer eine solche Beschuldigung oder Verdächtigung wider besseres Wissen verbreitet, wird, auf Antrag, mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Ist der Täter planmässig darauf ausgegangen, den guten Ruf einer Person zu untergraben, so wird er mit Freiheitsstrafe von einem Monat bis zu drei Jahren oder Geldstrafe nicht unter 30 Tagessätzen bestraft. Zieht der Täter seine Äusserungen vor dem Gericht als unwahr zurück, so kann er milder bestraft werden. Das Gericht stellt dem Verletzten über den Rückzug eine Urkunde aus."
art_175,Art. 175,"Richtet sich die üble Nachrede oder die Verleumdung gegen einen Verstorbenen oder einen verschollen Erklärten, so steht das Antragsrecht den Angehörigen des Verstorbenen oder des verschollen Erklärten zu. Sind zur Zeit der Tat mehr als 30 Jahre seit dem Tode des Verstorbenen oder seit der Verschollenerklärung verflossen, so bleibt der Täter straflos."
art_176,Art. 176,"Der mündlichen üblen Nachrede und der mündlichen Verleumdung ist die Äusserung durch Schrift, Bild, Gebärde oder durch andere Mittel gleichgestellt."
art_177,Art. 177,"Wer jemanden in anderer Weise durch Wort, Schrift, Bild, Gebärde oder Tätlichkeiten in seiner Ehre angreift, wird, auf Antrag, mit Geldstrafe bis zu 90 Tagessätzen bestraft. Hat der Beschimpfte durch sein ungebührliches Verhalten zu der Beschimpfung unmittelbar Anlass gegeben, so kann das Gericht den Täter von Strafe befreien. Ist die Beschimpfung unmittelbar mit einer Beschimpfung oder Tätlichkeit erwidert worden, so kann das Gericht einen oder beide Täter von Strafe befreien."
art_178,Art. 178,Für das Erlöschen des Antragsrechts gilt Artikel 31.
art_179,Art. 179,"Wer, ohne dazu berechtigt zu sein, eine verschlossene Schrift oder Sendung öffnet, um von ihrem Inhalte Kenntnis zu nehmen, wer Tatsachen, deren Kenntnis er durch Öffnen einer nicht für ihn bestimmten verschlossenen Schrift oder Sendung erlangt hat, verbreitet oder ausnützt, wird, auf Antrag, mit Busse bestraft."
art_179_bis,Art. 179,"Wer ein fremdes nichtöffentliches Gespräch, ohne die Einwilligung aller daran Beteiligten, mit einem Abhörgerät abhört oder auf einen Tonträger aufnimmt, wer eine Tatsache, von der er weiss oder annehmen muss, dass sie auf Grund einer nach Absatz 1 strafbaren Handlung zu seiner Kenntnis gelangte, auswertet oder einem Dritten bekannt gibt, wer eine Aufnahme, von der er weiss oder annehmen muss, dass sie durch eine nach Absatz 1 strafbare Handlung hergestellt wurde, aufbewahrt oder einem Dritten zugänglich macht, wird, auf Antrag, mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_179_ter,Art. 179,"Wer als Gesprächsteilnehmer ein nichtöffentliches Gespräch, ohne die Einwilligung der andern daran Beteiligten, auf einen Tonträger aufnimmt, wer eine Aufnahme, von der er weiss oder annehmen muss, dass sie durch eine nach Absatz 1 strafbare Handlung hergestellt wurde, aufbewahrt, auswertet oder einem Dritten zugänglich macht, wird, auf Antrag, mit Freiheitsstrafe bis zu einem Jahr oder Geldstrafe bestraft."
art_179_quater,Art. 179,"Wer eine Tatsache aus dem Geheimbereich eines andern oder eine nicht jedermann ohne weiteres zugängliche Tatsache aus dem Privatbereich eines andern ohne dessen Einwilligung mit einem Aufnahmegerät beobachtet oder auf einen Bildträger aufnimmt, wer eine Tatsache, von der er weiss oder annehmen muss, dass sie auf Grund einer nach Absatz 1 strafbaren Handlung zu seiner Kenntnis gelangte, auswertet oder einem Dritten bekannt gibt, wer eine Aufnahme, von der er weiss oder annehmen muss, dass sie durch eine nach Absatz 1 strafbare Handlung hergestellt wurde, aufbewahrt oder einem Dritten zugänglich macht, wird, auf Antrag, mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_179_quinquies,Art. 179,"Weder nach Artikel 179 a. mit Hilfs-, Rettungs- und Sicherheitsdiensten aufnimmt; b. im Geschäftsverkehr aufnimmt, welche Bestellungen, Aufträge, Reservationen und ähnliche Geschäftsvorfälle zum Inhalt haben. Aufnahmen nach Absatz 1 dürfen ausschliesslich zum Zweck der Beweisführung verwertet werden."
art_179_sexies,Art. 179,"Wer technische Geräte, die insbesondere dem widerrechtlichen Abhören oder der widerrechtlichen Ton- oder Bildaufnahme dienen, herstellt, einführt, ausführt, erwirbt, lagert, besitzt, weiterschafft, einem andern übergibt, verkauft, vermietet, verleiht oder sonst wie in Verkehr bringt oder anpreist oder zur Herstellung solcher Geräte Anleitung gibt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Handelt der Täter im Interesse eines Dritten, so untersteht der Dritte, der die Widerhandlung kannte und sie nicht nach seinen Möglichkeiten verhindert hat, derselben Strafandrohung wie der Täter. Ist der Dritte eine juristische Person, eine Kollektiv- oder eine Kommanditgesellschaft oder eine Einzelfirma"
art_179_septies,Art. 179,"Wer eine Fernmeldeanlage zur Beunruhigung oder Belästigung missbraucht, wird, auf Antrag, mit Freiheitsstrafe bis zu einem Jahr oder Geldstrafe bestraft."
art_179_octies,Art. 179,"Wer in Ausübung ausdrücklicher, gesetzlicher Befugnis die Überwachung des Post- und Fernmeldeverkehrs einer Person anordnet oder durchführt oder technische Überwachungsgeräte (Art. 179 …"
art_179_novies,Art. 179,"Wer unbefugt besonders schützenswerte Personendaten, die nicht für jedermann zugänglich sind, beschafft, wird auf Antrag mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_179_decies,Art. 179,"Wer die Identität einer anderen Person ohne deren Einwilligung verwendet, um dieser zu schaden oder um sich oder einem Dritten einen unrechtmässigen Vorteil zu verschaffen, wird auf Antrag mit Freiheitsstrafe bis zu einem Jahr oder Geldstrafe bestraft."
art_180,Art. 180,"Wer jemanden durch schwere Drohung in Schrecken oder Angst versetzt, wird, auf Antrag, mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Der Täter wird von Amtes wegen verfolgt, wenn er: a. der Ehegatte des Opfers ist und die Drohung während der Ehe oder bis zu einem Jahr nach der Scheidung begangen wurde; oder a die eingetragene Partnerin oder der eingetragene Partner des Opfers ist und die Drohung während der eingetragenen Partnerschaft oder bis zu einem Jahr nach deren Auflösung begangen wurde; oder b. der hetero- oder homosexuelle Lebenspartner des Opfers ist, sofern sie auf unbestimmte Zeit einen gemeinsamen Haushalt führen und die Drohung während dieser Zeit oder bis zu einem Jahr nach der Trennung begangen wurde."
art_181,Art. 181,"Wer jemanden durch Gewalt oder Androhung ernstlicher Nachteile oder durch andere Beschränkung seiner Handlungsfreiheit nötigt, etwas zu tun, zu unterlassen oder zu dulden, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_181_a,Art. 181,"Wer jemanden durch Gewalt oder Androhung ernstlicher Nachteile oder durch andere Beschränkung seiner Handlungsfreiheit nötigt, eine zivile oder religiöse Ehe einzugehen oder eine Partnerschaft eintragen zu lassen, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft. Strafbar ist auch, wer die Tat im Ausland begeht, sich in der Schweiz befindet und nicht ausgeliefert wird. Artikel 7 Absätze 4 und 5 ist anwendbar."
art_182,Art. 182,"Wer als Anbieter, Vermittler oder Abnehmer mit einem Menschen Handel treibt zum Zwecke der sexuellen Ausbeutung, der Ausbeutung seiner Arbeitskraft oder zwecks Entnahme eines Körperorgans, wird mit Freiheitsstrafe oder Geldstrafe bestraft. Das Anwerben eines Menschen zu diesen Zwecken ist dem Handel gleichgestellt.  … "
art_183,Art. 183,"Wer jemanden unrechtmässig festnimmt oder gefangen hält oder jemandem in anderer Weise unrechtmässig die Freiheit entzieht, wer jemanden durch Gewalt, List oder Drohung entführt, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft. Ebenso wird bestraft, wer jemanden entführt, der urteilsunfähig, widerstandsunfähig oder noch nicht 16 Jahre alt ist."
art_184,Art. 184,"Freiheitsberaubung und Entführung werden mit Freiheitsstrafe nicht unter einem Jahr bestraft, wenn der Täter ein Lösegeld zu erlangen sucht, wenn er das Opfer grausam behandelt, wenn der Entzug der Freiheit mehr als zehn Tage dauert oder wenn die Gesundheit des Opfers erheblich gefährdet wird."
art_185,Art. 185,"Wer jemanden der Freiheit beraubt, entführt oder sich seiner sonst wie bemächtigt, um einen Dritten zu einer Handlung, Unterlassung oder Duldung zu nötigen, wer die von einem anderen auf diese Weise geschaffene Lage ausnützt, um einen Dritten zu nötigen, wird mit Freiheitsstrafe nicht unter einem Jahr bestraft. Die Strafe ist Freiheitsstrafe nicht unter drei Jahren, wenn der Täter droht, das Opfer zu töten, körperlich schwer zu verletzen oder grausam zu behandeln. In besonders schweren Fällen, namentlich wenn die Tat viele Menschen betrifft, kann der Täter mit lebenslänglicher Freiheitsstrafe bestraft werden. Tritt der Täter von der Nötigung zurück und lässt er das Opfer frei, so kann er milder bestraft werden (Art. 48 Strafbar ist auch, wer die Tat im Ausland begeht, wenn er in der Schweiz verhaftet und nicht ausgeliefert wird. Artikel 7 Absätze 4 und 5 sind anwendbar."
art_185_bis,Art. 185,"Mit Freiheitsstrafe nicht unter einem Jahr wird bestraft, wer in der Absicht, eine Person für längere Zeit dem Schutz des Gesetzes zu entziehen: a. im Auftrag oder mit Billigung eines Staates oder einer politischen Organisation der Person die Freiheit entzieht, wobei in der Folge die Auskunft über ihr Schicksal oder ihren Verbleib verweigert wird; oder b. im Auftrag eines Staates oder einer politischen Organisation oder entgegen einer Rechtspflicht die Auskunft über das Schicksal oder den Verbleib dieser Person verweigert. Strafbar ist auch, wer die Tat im Ausland begangen hat, sich in der Schweiz befindet und nicht ausgeliefert wird. Artikel 7 Absätze 4 und 5 ist anwendbar."
art_186,Art. 186,"Wer gegen den Willen des Berechtigten in ein Haus, in eine Wohnung, in einen abgeschlossenen Raum eines Hauses oder in einen unmittelbar zu einem Hause gehörenden umfriedeten Platz, Hof oder Garten oder in einen Werkplatz unrechtmässig eindringt oder, trotz der Aufforderung eines Berechtigten, sich zu entfernen, darin verweilt, wird, auf Antrag, mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_187,Art. 187,"Wer mit einem Kind unter 16 Jahren eine sexuelle Handlung vornimmt, es zu einer solchen Handlung verleitet, oder es in eine solche Handlung einbezieht, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft. 1 Die Handlung ist nicht strafbar, wenn der Altersunterschied zwischen den Beteiligten nicht mehr als drei Jahre beträgt. Hat der Täter zur Zeit der Tat oder der ersten Tathandlung das 20. Altersjahr noch nicht zurückgelegt und liegen besondere Umstände vor, so kann die zuständige Behörde von der Strafverfolgung, der Überweisung an das Gericht oder der Bestrafung absehen. Handelte der Täter in der irrigen Vorstellung, das Kind sei mindestens 16 Jahre alt, hätte er jedoch bei pflichtgemässer Vorsicht den Irrtum vermeiden können, so ist die Strafe Freiheitsstrafe bis zu drei Jahren oder Geldstrafe. … …"
art_188,Art. 188,"Wer mit einer minderjährigen Person von mindestens 16 Jahren, die von ihm durch ein Erziehungs-, Betreuungs- oder Arbeitsverhältnis oder auf andere Weise abhängig ist, eine sexuelle Handlung vornimmt, indem er diese Abhängigkeit ausnützt, wer eine solche Person unter Ausnützung ihrer Abhängigkeit zu einer sexuellen Handlung verleitet, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft."
art_189,Art. 189,"Wer gegen den Willen einer Person eine sexuelle Handlung an dieser vornimmt oder von dieser vornehmen lässt oder zu diesem Zweck einen Schockzustand einer Person ausnützt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Wer eine Person zur Vornahme oder Duldung einer sexuellen Handlung nötigt, namentlich indem er sie bedroht, Gewalt anwendet, sie unter psychischen Druck setzt oder zum Widerstand unfähig macht, wird mit Freiheitsstrafe bis zu zehn Jahren oder Geldstrafe bestraft. Handelt der Täter nach Absatz 2 grausam, verwendet er eine gefährliche Waffe oder einen anderen gefährlichen Gegenstand, so ist die Strafe Freiheitsstrafe nicht unter einem Jahr."
art_190,Art. 190,"Wer gegen den Willen einer Person den Beischlaf oder eine beischlafsähnliche Handlung, die mit einem Eindringen in den Körper verbunden ist, an dieser vornimmt oder von dieser vornehmen lässt oder zu diesem Zweck einen Schockzustand einer Person ausnützt, wird mit Freiheitsstrafe bis zu fünf Jahren bestraft. Wer eine Person zur Vornahme oder Duldung des Beischlafs oder einer beischlafsähnlichen Handlung, die mit einem Eindringen in den Körper verbunden ist, nötigt, namentlich indem er sie bedroht, Gewalt anwendet, sie unter psychischen Druck setzt oder zum Widerstand unfähig macht, wird mit Freiheitsstrafe von einem Jahr bis zu zehn Jahren bestraft. Handelt der Täter nach Absatz 2 grausam, verwendet er eine gefährliche Waffe oder einen anderen gefährlichen Gegenstand, so ist die Strafe Freiheitsstrafe nicht unter drei Jahren."
art_191,Art. 191,"Wer eine urteilsunfähige oder eine zum Widerstand unfähige Person zum Beischlaf, zu einer beischlafsähnlichen oder einer anderen sexuellen Handlung missbraucht, wird mit Freiheitsstrafe bis zu zehn Jahren oder Geldstrafe bestraft."
art_192,Art. 192,Kein Inhalt
art_193,Art. 193,"Wer eine Person veranlasst, eine sexuelle Handlung vorzunehmen oder zu dulden, indem er eine Notlage oder eine durch ein Arbeitsverhältnis oder eine in anderer Weise begründete Abhängigkeit ausnützt, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft."
art_193_a,Art.,"Wer bei der Ausübung einer beruflichen oder organisierten ausserberuflichen Tätigkeit im Gesundheitsbereich an einer Person eine sexuelle Handlung vornimmt oder von ihr vornehmen lässt und sie dabei über den Charakter der Handlung täuscht oder ihren Irrtum über den Charakter der Handlung ausnützt, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft."
art_194,Art. 194,"Wer eine exhibitionistische Handlung vornimmt, wird, auf Antrag, mit Busse bestraft. In schweren Fällen ist die Strafe Geldstrafe. Die Tat wird auf Antrag verfolgt. Unterzieht sich die beschuldigte Person gemäss Anordnung der zuständigen Behörde einer ärztlichen Behandlung, so wird das Verfahren eingestellt."
art_195,Art. 195,"Mit Freiheitsstrafe bis zu zehn Jahren oder Geldstrafe wird bestraft, wer: a. eine minderjährige Person der Prostitution zuführt oder in der Absicht, daraus Vermögensvorteile zu erlangen, ihre Prostitution fördert; b. eine Person unter Ausnützung ihrer Abhängigkeit oder wegen eines Vermögensvorteils der Prostitution zuführt; c. die Handlungsfreiheit einer Person, die Prostitution betreibt, dadurch beeinträchtigt, dass er sie bei dieser Tätigkeit überwacht oder Ort, Zeit, Ausmass oder andere Umstände der Prostitution bestimmt; d. eine Person in der Prostitution festhält."
art_196,Art. 196,"Wer mit einer minderjährigen Person sexuelle Handlungen vornimmt oder solche von ihr vornehmen lässt und ihr dafür ein Entgelt leistet oder verspricht, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_197,Art. 197,"Wer pornografische Schriften, Ton- oder Bildaufnahmen, Abbildungen, andere Gegenstände solcher Art oder pornografische Vorführungen einer Person unter 16 Jahren anbietet, zeigt, überlässt, zugänglich macht oder durch Radio oder Fernsehen verbreitet, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Wer Gegenstände oder Vorführungen im Sinne von Absatz 1 öffentlich ausstellt oder zeigt oder sie sonst jemandem unaufgefordert anbietet, wird mit Busse bestraft. Wer die Besucher von Ausstellungen oder Vorführungen in geschlossenen Räumen im Voraus auf deren pornografischen Charakter hinweist, bleibt straflos. Wer eine minderjährige Person anwirbt, damit diese an einer pornografischen Vorführung mitwirkt, oder wer sie zur Mitwirkung an einer derartigen Vorführung veranlasst, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Wer Gegenstände oder Vorführungen im Sinne von Absatz 1, die sexuelle Handlungen mit Tieren oder nicht tatsächliche sexuelle Handlungen mit Minderjährigen zum Inhalt haben, herstellt, einführt, lagert, in Verkehr bringt, anpreist, ausstellt, anbietet, zeigt, überlässt, zugänglich macht, erwirbt, sich über elektronische Mittel oder sonst wie beschafft oder besitzt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Haben die Gegenstände oder Vorführungen tatsächliche sexuelle Handlungen mit Minderjährigen zum Inhalt, so ist die Strafe Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe. Wer Gegenstände oder Vorführungen im Sinne von Absatz 1, die sexuelle Handlungen mit Tieren oder nicht tatsächliche sexuelle Handlungen mit Minderjährigen zum Inhalt haben, konsumiert oder zum eigenen Konsum herstellt, einführt, lagert, erwirbt, sich über elektronische Mittel oder sonst wie beschafft oder besitzt, wird mit Freiheitsstrafe bis zu einem Jahr oder Geldstrafe bestraft. Haben die Gegenstände oder Vorführungen tatsächliche sexuelle Handlungen mit Minderjährigen zum Inhalt, so ist die Strafe Freiheitsstrafe bis zu drei Jahren oder Geldstrafe. Bei Straftaten nach den Absätzen 4 und 5 werden die Gegenstände eingezogen. … Wer von einer minderjährigen Person Gegenstände oder Vorführungen im Sinne von Absatz 1 herstellt, diese besitzt, konsumiert oder der dargestellten Person zugänglich macht, bleibt straflos, wenn: a. die minderjährige Person eingewilligt hat; b. die herstellende Person dafür kein Entgelt leistet oder verspricht; und c. der Altersunterschied zwischen den Beteiligten nicht mehr als drei Jahre beträgt. Straflos bleibt, wer von sich als minderjährige Person Gegenstände oder Vorführungen im Sinne von Absatz 1 herstellt, besitzt, konsumiert oder einer anderen Person mit deren Einwilligung zugänglich macht. Die Person, der diese Gegenstände oder Vorführungen zugänglich gemacht werden, bleibt für Besitz und Konsum straflos, wenn: a. sie dafür kein Entgelt leistet oder verspricht; b. die Beteiligten sich persönlich kennen; und c. die Beteiligten volljährig sind oder, sofern mindestens eine Person minderjährig ist, einen Altersunterschied von nicht mehr als drei Jahren aufweisen. Gegenstände oder Vorführungen im Sinne der Absätze 1–5 sind nicht pornografisch, wenn sie einen schutzwürdigen kulturellen oder wissenschaftlichen Wert haben."
art_197_a,Art.,"Wer einen nicht öffentlichen sexuellen Inhalt, namentlich Schriften, Ton- oder Bildaufnahmen, Abbildungen, Gegenstände oder Vorführungen, ohne Zustimmung der darin erkennbaren Person einer Drittperson weiterleitet, wird, auf Antrag, mit Freiheitsstrafe bis zu einem Jahr oder Geldstrafe bestraft. Hat der Täter den Inhalt öffentlich gemacht, so wird er mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_198,Art. 198,"Wer vor jemandem, der dies nicht erwartet, eine sexuelle Handlung vornimmt und dadurch Ärgernis erregt, wer jemanden tätlich oder in grober Weise durch Wort, Schrift oder Bild sexuell belästigt, wird, auf Antrag, mit Busse bestraft. Die zuständige Behörde kann die beschuldigte Person zum Besuch eines Lernprogramms verpflichten. Absolviert diese das angeordnete Lernprogramm, wird das Verfahren eingestellt. Die zuständige Behörde entscheidet über die Kosten des Verfahrens und über allfällig geltend gemachte Forderungen der Zivilpartei."
art_199,Art. 199,"Wer den kantonalen Vorschriften über Ort, Zeit oder Art der Ausübung der Prostitution und über die Verhinderung belästigender Begleiterscheinungen zuwiderhandelt, wird mit Busse bestraft."
art_200,Art. 200,"Wird eine strafbare Handlung nach diesem Titel gemeinsam von mehreren Personen ausgeführt, so erhöht das Gericht die Strafe. Es darf jedoch das Höchstmass der angedrohten Strafe nicht um mehr als die Hälfte überschreiten. Dabei ist es an das gesetzliche Höchstmass der Strafart gebunden."
art_201_212,Art. 201–212,Kein Inhalt
art_213,Art. 213,"Wer mit einem Blutsverwandten in gerader Linie oder einem voll- oder halbbürtigen Geschwister den Beischlaf vollzieht, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Minderjährige bleiben straflos, wenn sie verführt worden sind. …"
art_214,Art. 214,Kein Inhalt
art_215,Art. 215,"Wer eine Ehe schliesst oder eine Partnerschaft eintragen lässt, obwohl er verheiratet ist oder in eingetragener Partnerschaft lebt, wer mit einer Person, die verheiratet ist oder in eingetragener Partnerschaft lebt, die Ehe schliesst oder die Partnerschaft eintragen lässt, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_216,Art. 216,Kein Inhalt
art_217,Art. 217,"Wer seine familienrechtlichen Unterhalts- oder Unterstützungspflichten nicht erfüllt, obschon er über die Mittel dazu verfügt oder verfügen könnte, wird, auf Antrag, mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Das Antragsrecht steht auch den von den Kantonen bezeichneten Behörden und Stellen zu. Es ist unter Wahrung der Interessen der Familie auszuüben."
art_218,Art. 218,Kein Inhalt
art_219,Art. 219,"Wer seine Fürsorge- oder Erziehungspflicht gegenüber einer minderjährigen Person verletzt oder vernachlässigt und sie dadurch in ihrer körperlichen oder seelischen Entwicklung gefährdet, wird mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft. Handelt der Täter fahrlässig, so ist die Strafe Geldstrafe."
art_220,Art. 220,Kein Inhalt
art_221,Art. 221,"Wer vorsätzlich zum Schaden eines andern oder unter Herbeiführung einer Gemeingefahr eine Feuersbrunst verursacht, wird mit Freiheitsstrafe nicht unter einem Jahr bestraft. Bringt der Täter wissentlich Leib und Leben von Menschen in Gefahr, so ist die Strafe Freiheitsstrafe nicht unter drei Jahren. Ist nur ein geringer Schaden entstanden, so kann auf Freiheitsstrafe bis zu drei Jahren oder Geldstrafe erkannt werden."
art_222,Art. 222,"Wer fahrlässig zum Schaden eines anderen oder unter Herbeiführung einer Gemeingefahr eine Feuersbrunst verursacht, wird mit Freiheitsstrafe bis zu einem Jahr oder Geldstrafe bestraft. Bringt der Täter fahrlässig Leib und Leben von Menschen in Gefahr, so ist die Strafe Freiheitsstrafe bis zu drei Jahren oder Geldstrafe."
art_223,Art. 223,"Wer vorsätzlich eine Explosion von Gas, Benzin, Petroleum oder ähnlichen Stoffen verursacht und dadurch wissentlich Leib und Leben von Menschen oder fremdes Eigentum in Gefahr bringt, wird mit Freiheitsstrafe nicht unter einem Jahr bestraft. Ist nur ein geringer Schaden entstanden, so kann auf Freiheitsstrafe bis zu drei Jahren oder Geldstrafe erkannt werden. Handelt der Täter fahrlässig, so ist die Strafe Freiheitsstrafe bis zu drei Jahren oder Geldstrafe."
art_224,Art. 224,"Wer vorsätzlich und in verbrecherischer Absicht durch Sprengstoffe oder giftige Gase Leib und Leben von Menschen oder fremdes Eigentum in Gefahr bringt, wird mit Freiheitsstrafe nicht unter einem Jahr bestraft. Ist nur Eigentum in unbedeutendem Umfange gefährdet worden, so kann auf Freiheitsstrafe bis zu drei Jahren oder Geldstrafe erkannt werden."
art_225,Art. 225,"Wer vorsätzlich, jedoch ohne verbrecherische Absicht, durch Sprengstoffe oder giftige Gase Leib und Leben von Menschen oder fremdes Eigentum in Gefahr bringt, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft. Handelt der Täter fahrlässig, so wird er mit Freiheitsstrafe bis zu drei Jahren oder Geldstrafe bestraft."
art_226,Art. 226,"Wer Sprengstoffe oder giftige Gase herstellt, die, wie er weiss oder annehmen muss, zu verbrecherischem Gebrauche bestimmt sind, wird mit Freiheitsstrafe von sechs Monaten bis zu zehn Jahren bestraft. Wer Sprengstoffe, giftige Gase oder Stoffe, die zu deren Herstellung geeignet sind, sich verschafft, einem andern übergibt, von einem andern übernimmt, aufbewahrt, verbirgt oder weiterschafft, wird, wenn er weiss oder annehmen muss, dass sie zu verbrecherischem Gebrauche bestimmt sind, mit Freiheitsstrafe von einem Monat bis zu fünf Jahren oder Geldstrafe nicht unter 30 Tagessätzen bestraft. Wer jemandem, der, wie er weiss oder annehmen muss, einen verbrecherischen Gebrauch von Sprengstoffen oder giftigen Gasen plant, zu deren Herstellung Anleitung gibt, wird mit Freiheitsstrafe von einem Monat bis zu fünf Jahren oder Geldstrafe nicht unter 30 Tagessätzen bestraft."
art_226_bis,Art. 226, 
art_226_ter,Art. 226,  
art_227,Art. 227,"Wer vorsätzlich eine Überschwemmung oder den Einsturz eines Bauwerks oder den Absturz von Erd- und Felsmassen verursacht und dadurch wissentlich Leib und Leben von Menschen oder fremdes Eigentum in Gefahr bringt, wird mit Freiheitsstrafe nicht unter einem Jahr bestraft. Ist nur ein geringer Schaden entstanden, so kann auf Freiheitsstrafe bis zu drei Jahren oder Geldstrafe erkannt werden. Handelt der Täter fahrlässig, so ist die Strafe Freiheitsstrafe bis zu drei Jahren oder Geldstrafe."
art_228,Art. 228,"Wer vorsätzlich elektrische Anlagen, Wasserbauten, namentlich Dämme, Wehre, Deiche, Schleusen, oder Schutzvorrichtungen gegen Naturereignisse wie Bergstürze oder Lawinen beschädigt oder zerstört und dadurch wissentlich Leib und Leben von Menschen oder fremdes Eigentum in Gefahr bringt, wird mit Freiheitsstrafe nicht unter einem Jahr bestraft. Ist nur ein geringer Schaden entstanden, so kann auf Freiheitsstrafe bis zu drei Jahren oder Geldstrafe erkannt werden. Handelt der Täter fahrlässig, so ist die Strafe Freiheitsstrafe bis zu drei Jahren oder Geldstrafe."
art_229,Art. 229,"Wer vorsätzlich bei der Leitung oder Ausführung eines Bauwerks oder eines Abbruchs die anerkannten Regeln der Baukunde ausser Acht lässt und dadurch wissentlich Leib und Leben von Menschen gefährdet, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft. Lässt der Täter die anerkannten Regeln der Baukunde fahrlässig ausser Acht, so ist die Strafe Freiheitsstrafe bis zu drei Jahren oder Geldstrafe."
art_230,Art. 230,"Wer vorsätzlich in Fabriken oder in anderen Betrieben oder an Maschinen eine zur Verhütung von Unfällen dienende Vorrichtung beschädigt, zerstört, beseitigt oder sonst unbrauchbar macht oder ausser Tätigkeit setzt, wer vorsätzlich eine solche Vorrichtung vorschriftswidrig nicht anbringt, und dadurch wissentlich Leib und Leben von Menschen gefährdet, wird mit Freiheitsstrafe bis zu fünf Jahren oder Geldstrafe bestraft. Handelt der Täter fahrlässig, so ist die Strafe Freiheitsstrafe bis zu drei Jahren oder Geldstrafe."
