subject,predicate,object,artikel_id,artikel_nummer
Täter,verbrechen,vor Inkrafttreten,art_175,Art. 175
Beurteilung,erfolgt,nach Inkrafttreten,art_175,Art. 175
StGB,ist milder als,vorheriges StGB,art_175,Art. 175
Anwendung,gilt wenn,StGB ist milder,art_175,Art. 175
Täter,wird angewendet auf,StGB,art_175,Art. 175
Zeitpunkt,vorhandensein der person,zur Zeit der Tat,art_175,Art. 175
Zeitpunkt,verstorben oder verschollen erklärt,seit dem Tode des Verstorbenen oder seit der Verschollenerklärung,art_175,Art. 175
Zeitpunkt,straflosigkeit,seit Inkrafttreten,art_175,Art. 175
Tat,verbrechen,mündliche üble Nachrede oder mündliche Verleumdung,art_176,Art. 176
Zweites StGB,ist milder als,StGB,art_176,Art. 176
Anwendung,gilt wenn,Zweites StGB ist milder als StGB,art_176,Art. 176
Täter,begeht,Verbrechen,art_177,Art. 177
Tat,zeitpunkt,vor Inkrafttreten,art_177,Art. 177
StGB,ist milder als,vorheriges StGB,art_177,Art. 177
Anwendung,gilt wenn,StGB ist milder,art_177,Art. 177
Beschimpfte,gibt anlass zu beschimpfung,ungebührliches Verhalten,art_177,Art. 177
Gericht,kann täter von strafe befreien,wenn Tat unmittelbar mit einer Beschimpfung oder Tätlichkeit erwidert wird,art_177,Art. 177
Gericht,kann täter von strafe befreien,wenn Beschimpfte durch sein ungebührliches Verhalten zu der Beschimpfung unmittelbar Anlass gegeben hat,art_177,Art. 177
StGB,ist,StGB,art_178,Art. 178
StGB,wird angewendet auf,Täter,art_178,Art. 178
Tat,vergehen,Erlöschen des Antragsrechts,art_178,Art. 178
Zeitpunkt,vor inkrafttreten,Artikel 31,art_178,Art. 178
Beurteilung,erfolgt,nach Inkrafttreten von Artikel 31,art_178,Art. 178
vorheriges StGB,ist milder als,Artikel 31,art_178,Art. 178
Täter,verbrechen,Verbreitung,art_179,Art. 179
Tat,zeitpunkt,vor Inkrafttreten,art_179,Art. 179
StGB,ist milder als,nicht definiert,art_179,Art. 179
Anwendung,gilt wenn,StGB ist milder,art_179,Art. 179
Beurteilung,erfolgt,nach Inkrafttreten,art_179,Art. 179
Antrag,erfolgt,nach Inkrafttreten,art_179,Art. 179
Täter,vergehen,Verbrechen,art_179_bis,Art. 179
Tat,zeitpunkt,vor Inkrafttreten,art_179_bis,Art. 179
StGB,wird angewendet auf,Täter,art_179_bis,Art. 179
StGB,ist milder als,vorheriges StGB,art_179_bis,Art. 179
Anwendung,gilt wenn,StGB ist milder,art_179_bis,Art. 179
Beurteilung,erfolgt,nach Inkrafttreten,art_179_bis,Art. 179
Täter,vergehen,aufnimmt-ein-nichtoffentliches-Gespräch-ohne-Einwilligung,art_179_ter,Art. 179
Täter,vergehen,aufnimmt-eine-Aufnahme-wenn-er-weiss-oder-annimmt-dass-sie-durch-eine-strafbare-Handlung-hergestellt-worden-muss,art_179_ter,Art. 179
Täter,vergehen,aufbewahrt-die-Aufnahme,art_179_ter,Art. 179
Täter,vergehen,auswertet-die-Aufnahme,art_179_ter,Art. 179
Täter,vergehen,zugänglich-macht-eine-Aufnahme-einem-Dritten,art_179_ter,Art. 179
StGB,heisst,StGB,art_179_ter,Art. 179
StGB,ist-milder-als,vorheriges-StGB,art_179_ter,Art. 179
Anwendung,gilt-wenn,StGB-ist-milder,art_179_ter,Art. 179
Strafe,erfolgt,nach-Inkrafttreten,art_179_ter,Art. 179
StGB,wird-angewandt-auf,Täter,art_179_ter,Art. 179
Täter,vergehen,"beobachtet, aufnimmt, auswertet, kennt, bekanntgibt, aufbewahrt, zugänglich macht",art_179_quater,Art. 179
Zeitpunkt,vergehen,vor Inkrafttreten,art_179_quater,Art. 179
StGB,wird angewendet auf,Täter,art_179_quater,Art. 179
StGB,ist milder als,vorheriges StGB,art_179_quater,Art. 179
Anwendung,gilt wenn,StGB ist milder,art_179_quater,Art. 179
Beurteilung,erfolgt,nach Inkrafttreten,art_179_quater,Art. 179
StGB,heißt,StGB,art_179_quinquies,Art. 179
Tat,heisst,Verbrechen,art_179_quinquies,Art. 179
Aufnahme in Geschäftsverkehr,gilt wenn,StGB ist angewendet auf,art_179_quinquies,Art. 179
Beurteilung,erfolgt,nach Inkrafttreten,art_179_quinquies,Art. 179
Vorheriges StGB,ist milder als,nicht definiert,art_179_quinquies,Art. 179
Anwendung der Tat,gilt wenn,Aufnahme in Geschäftsverkehr aufnimmt,art_179_quinquies,Art. 179
Täter,begeht,Verbrechen,art_179_quinquies,Art. 179
Täter,handelt,technische Geräte herstellt,art_179_sexies,Art. 179
Täter,handelt,technische Geräte einführt,art_179_sexies,Art. 179
Täter,handelt,technische Geräte ausführt,art_179_sexies,Art. 179
Täter,handelt,technische Geräte erwirbt,art_179_sexies,Art. 179
Täter,handelt,technische Geräte lagert,art_179_sexies,Art. 179
Täter,besitzt,technische Geräte,art_179_sexies,Art. 179
Täter,weiterverarbeitet,technische Geräte,art_179_sexies,Art. 179
Täter,übergibt,technische Geräte einem andern,art_179_sexies,Art. 179
Täter,verkauft,technische Geräte,art_179_sexies,Art. 179
Täter,vermietet,technische Geräte,art_179_sexies,Art. 179
Täter,verleiht,technische Geräte,art_179_sexies,Art. 179
Täter,in verkehr bringt,technische Geräte,art_179_sexies,Art. 179
Täter,anpreist,technische Geräte,art_179_sexies,Art. 179
Täter,anleitung gibt,zur Herstellung solcher Geräte,art_179_sexies,Art. 179
Dritter,kannte,Widerhandlung,art_179_sexies,Art. 179
Dritter,verhinderte nicht,Widerhandlung nach seinen Möglichkeiten,art_179_sexies,Art. 179
Dritter,untersteht,der gleichen Strafandrohung wie Täter,art_179_sexies,Art. 179
StGB,ist milder als,vorheriges StGB,art_179_sexies,Art. 179
Anwendung,gilt wenn,StGB ist milder,art_179_sexies,Art. 179
StGB,wird angewendet auf,Täter,art_179_sexies,Art. 179
Täter,misbraucht,Fernmeldeanlage,art_179_septies,Art. 179
Täter,beunruhigt,nicht definiert,art_179_septies,Art. 179
Täter,belästigt,nicht definiert,art_179_septies,Art. 179
Tat,verbrechen,missbrauch einer Fernmeldeanlage,art_179_septies,Art. 179
Zeitpunkt,vor inkrafttreten,nicht definiert,art_179_septies,Art. 179
Beurteilung,erfolgt,nach Inkrafttreten,art_179_septies,Art. 179
StGB,wird angewendet auf,Täter,art_179_septies,Art. 179
StGB,ist milder als,nicht definiert,art_179_septies,Art. 179
Anwendung,gilt wenn,StGB ist milder,art_179_septies,Art. 179
StGB,heißt,StGB,art_179_octies,Art. 179
Tat,heisst,Überwachen der Post- und Fernmeldeverkehr,art_179_octies,Art. 179
Täter,begeht,Überwachen der Post- und Fernmeldeverkehr,art_179_octies,Art. 179
Zeitpunkt,zeitpunkt,bei Anwendung des StGBes,art_179_octies,Art. 179
Beurteilung,erfolgt,nach Inkrafttreten des StGBes,art_179_octies,Art. 179
StGB,wird angewendet auf,Täter,art_179_octies,Art. 179
vorheriges StGB,ist milder als,StGB,art_179_octies,Art. 179
Anwendung,gilt wenn,StGB ist milder als vorheriges StGB,art_179_octies,Art. 179
Täter,begeht,Verbrechen,art_179_novies,Art. 179
Verbrechen,heisst,Beschaffen unbefugt besonders schützenswerte Personendaten,art_179_novies,Art. 179
Beschaffen unbefugt besonders schützenswerte Personendaten,zeitpunkt,vor Inkrafttreten,art_179_novies,Art. 179
StGB,ist milder als,vorheriges StGB,art_179_novies,Art. 179
Anwendung,gilt wenn,StGB ist milder,art_179_novies,Art. 179
Täter,wird angewendet auf,StGB,art_179_novies,Art. 179
Beurteilung,erfolgt,nach Inkrafttreten,art_179_novies,Art. 179
Täter,vergehen,Verwenden Identität ohne Einwilligung,art_179_decies,Art. 179
Tat,zeitpunkt,vor Inkrafttreten,art_179_decies,Art. 179
StGB,heisst,StGB,art_179_decies,Art. 179
StGB,ist milder als,vorheriges StGB,art_179_decies,Art. 179
Anwendung,gilt wenn,StGB ist milder,art_179_decies,Art. 179
Beurteilung,erfolgt,nach Inkrafttreten,art_179_decies,Art. 179
Täter,verbrechen,Vergehen,art_180,Art. 180
Tat,zeitpunkt,vor Inkrafttreten,art_180,Art. 180
StGB,ist milder als,"keine vorherige Regel definiert, da StGB neu eingeführt wird",art_180,Art. 180
Anwendung,gilt wenn,StGB ist milder,art_180,Art. 180
Antrag,erfolgt,Inkrafttreten des StGBes,art_180,Art. 180
Amt,verfolgt,"Täter, wenn:",art_180,Art. 180
Lebenspartner,verfolgt,"Täter, sofern sie auf unbestimmte Zeit einen gemeinsamen Haushalt führen und die Drohung während dieser Zeit oder bis zu einem Jahr nach der Trennung begangen wurde",art_180,Art. 180
Tat,verbrechen,Gewalt oder Androhung ernstlicher Nachteile oder durch andere Beschränkung seiner Handlungsfreiheit nötigen,art_181,Art. 181
Täter,tat,Wer jemanden...,art_181,Art. 181
Beurteilung,erfolgt,nach Inkrafttreten,art_181,Art. 181
Anwendung,gilt wenn,StGB ist milder als und die Tat vom Täter angewendet wird,art_181,Art. 181
StGB,wird angewendet auf,Täter,art_181,Art. 181
Tat,verbrechen,Erpresser nötigt eine Person zu einer Ehe oder Partnerschaft,art_181_a,Art. 181
Zeitpunkt,vor inkrafttreten,"kein Triple, da nicht angegeben",art_181_a,Art. 181
Beurteilung,erfolgt,nach Inkrafttreten,art_181_a,Art. 181
StGB,wird angewendet auf,Erpresser,art_181_a,Art. 181
StGB,ist milder als,"kein Triple, da nicht angegeben",art_181_a,Art. 181
Anwendung,gilt wenn,Tat im Ausland begeht und sich Erpresser in der Schweiz befindet und nicht ausgeliefert wird,art_181_a,Art. 181
Verbrechen,heisst,Geschlechtsausbeutung/Arbeitsexploitation/Organentnahme,art_182,Art. 182
Tat,wurde angewendet auf,Mensch,art_182,Art. 182
Tat,zeitpunkt,vor Inkrafttreten,art_182,Art. 182
StGB,ist milder als,vorheriges StGB,art_182,Art. 182
Anwendung,gilt wenn,StGB ist milder,art_182,Art. 182
Beurteilung,erfolgt,nach Inkrafttreten,art_182,Art. 182
Täter,verbrechen,Entführt unrechtmässig,art_183,Art. 183
Tat,zeitpunkt,vor Inkrafttreten,art_183,Art. 183
StGB,wird angewendet auf,Täter,art_183,Art. 183
StGB,ist milder als,vorheriges StGB,art_183,Art. 183
Anwendung,gilt wenn,StGB ist milder,art_183,Art. 183
Bestrafung,erfolgt,nach Inkrafttreten,art_183,Art. 183
Bestrafung,kann sein,Freiheitsstrafe bis zu fünf Jahren,art_183,Art. 183
Bestrafung,kann sein,Geldstrafe,art_183,Art. 183
Freiheitsberaubung,ist milder als,vorheriges StGB,art_184,Art. 184
Anwendung,gilt wenn,Freiheitsberaubung ist milder und ein Lösegeld zu erlangen gesucht wird,art_184,Art. 184
Freiheitsberaubung,wird angewendet auf,Täter,art_184,Art. 184
Entführung,ist milder als,vorheriges StGB,art_184,Art. 184
Anwendung,gilt wenn,Entführung ist milder und ein Lösegeld zu erlangen gesucht wird,art_184,Art. 184
Entführung,wird angewendet auf,Täter,art_184,Art. 184
Freiheitsberaubung,zeitpunkt,vor Inkrafttreten,art_184,Art. 184
Entführung,zeitpunkt,vor Inkrafttreten,art_184,Art. 184
Beurteilung,erfolgt,nach Inkrafttreten,art_184,Art. 184
Freiheitsberaubung,tat,Verbrechen,art_184,Art. 184
Entführung,tat,Verbrechen,art_184,Art. 184
Freiheitsberaubung,grausame behandlung,ja,art_184,Art. 184
Entführung,grausame behandlung,keine Angabe,art_184,Art. 184
Freiheitsberaubung,lösegeld sucht,ja,art_184,Art. 184
Entführung,lösegeld sucht,keine Angabe,art_184,Art. 184
Freiheitsberaubung,dauer des entzugs der freiheit mehr als zehn tage,ja,art_184,Art. 184
Entführung,dauer des entzugs der freiheit mehr als zehn tage,keine Angabe,art_184,Art. 184
Freiheitsberaubung,gesundheit des opfers erheblich gefährdet wird,ja,art_184,Art. 184
Entführung,gesundheit des opfers erheblich gefährdet wird,keine Angabe,art_184,Art. 184
StGB,ist milder als,vorheriges StGB,art_184,Art. 184
StGB,heisst,StGB,art_184,Art. 184
Täter,begeht,Verbrechen,art_185,Art. 185
Zeitpunkt,vor inkrafttreten,der Artikel 48 Strafgesetzbuch,art_185,Art. 185
Tat,ist milder als,"kein Triple, da keine Angabe eines vorherigen StGBes",art_185,Art. 185
Anwendung,gilt wenn,der Täter in der Schweiz verhaftet und nicht ausgeliefert wird,art_185,Art. 185
StGB,wird angewendet auf,Täter,art_185,Art. 185
Beurteilung,erfolgt,Inkrafttreten des Artikel 48 Strafgesetzbuch,art_185,Art. 185
Tat,zählt unter,grausame Behandlung,art_185,Art. 185
Anwendung,gilt wenn,Tat viele Menschen betrifft,art_185,Art. 185
StGB,ist milder als,"lebenslängliche Freiheitsstrafe, bei besonders schweren Fällen",art_185,Art. 185
Täter,verbrechen oder vergehen,entzieht Freiheit mit Freiheitsstrafe nicht unter einem Jahr,art_185_bis,Art. 185
Tat,zeitpunkt,"in der Absicht, eine Person für längere Zeit dem Schutz des StGBes zu entziehen",art_185_bis,Art. 185
Tat,voraussetzung,im Auftrag oder mit Billigung eines Staates oder einer politischen Organisation,art_185_bis,Art. 185
StGB,ist,StGB,art_185_bis,Art. 185
Tat,anwendung,gilt wenn StGB ist milder als vorheriges StGB,art_185_bis,Art. 185
Strafbarkeit-Tat,erfolgt,nach Inkrafttreten des StGBes,art_185_bis,Art. 185
Tat,anwendung,"im Ausland begangen hat, sich in der Schweiz befindet und nicht ausgeliefert wird",art_185_bis,Art. 185
StGB,anwendung,gilt wenn Tat im Ausland begangen wurde oder Täter sich in der Schweiz befindet und nicht ausgeliefert wird,art_185_bis,Art. 185
Täter,eindringt unrechtmässig in haus,-,art_186,Art. 186
Zeitpunkt,-,vor Inkrafttreten,art_186,Art. 186
Tat,verbrechen,eindringen unrechtmässig in Haus,art_186,Art. 186
Beurteilung,erfolgt,nach Inkrafttreten,art_186,Art. 186
StGB,stgb,-,art_186,Art. 186
StGB,wird angewendet auf,Täter,art_186,Art. 186
vorheriges StGB,ist milder als,StGB,art_186,Art. 186
Anwendung,gilt wenn,StGB ist milder,art_186,Art. 186
Zeitpunkt,-,nach Inkrafttreten,art_186,Art. 186
Täter,vornimmt,Verbrechen,art_187,Art. 187
StGB,ist milder als,vorheriges StGB,art_187,Art. 187
Anwendung,gilt wenn,StGB ist milder,art_187,Art. 187
Täter,wird angewendet auf,StGB,art_187,Art. 187
Beurteilung,erfolgt,nach Inkrafttreten,art_187,Art. 187
Beurteilung,gilt wenn,Altersunterschied zwischen den Beteiligten ist mehr als drei Jahre,art_187,Art. 187
Beurteilung,gilt wenn,Täter hat zurückgelegt das 20. Altersjahr und liegt besondere Umstände vor,art_187,Art. 187
Beurteilung,gilt wenn,"zuständige Behörde absehen kann von der Strafverfolgung, der Überweisung an das Gericht oder der Bestrafung",art_187,Art. 187
Beurteilung,gilt wenn,Täter hat irrige Vorstellung dass Kind mindestens 16 Jahre alt ist und vermieden konnte Irrtum bei pflichtgemäss Vorsicht,art_187,Art. 187
Strafe,freiheitsstrafe,bis zu fünf Jahren,art_187,Art. 187
Strafe,freiheitsstrafe,bis zu drei Jahren,art_187,Art. 187
Täter,vornimmt,Verbrechen,art_188,Art. 188
Täter,verleitet,Vergehen,art_188,Art. 188
Tat,zeitpunkt,vor Inkrafttreten,art_188,Art. 188
StGB,ist milder als,vorheriges StGB,art_188,Art. 188
Anwendung,gilt wenn,StGB ist milder,art_188,Art. 188
Beurteilung,erfolgt,nach Inkrafttreten,art_188,Art. 188
StGB,wird angewendet auf,Täter,art_188,Art. 188
Täter,verbrechen,Vergewaltigung,art_189,Art. 189
Tat,zeitpunkt,vor Inkrafttreten,art_189,Art. 189
StGB,ist milder als,Vorheriges StGB,art_189,Art. 189
Anwendung,gilt wenn,StGB ist milder,art_189,Art. 189
Täter,wird angewendet auf,Vergewaltigung,art_189,Art. 189
Beurteilung,erfolgt,nach Inkrafttreten,art_189,Art. 189
Täter,verbrechen,Vergewaltigung,art_190,Art. 190
Zeitpunkt,vor inkrafttreten,-,art_190,Art. 190
StGB,ist milder als,vorheriges StGB,art_190,Art. 190
Anwendung,gilt wenn,"Täter gegen willen einer Person nötigt, Vergewaltigung vornimmt oder lässt oder Schockzustand ausnützt",art_190,Art. 190
Beurteilung,erfolgt,nach Inkrafttreten,art_190,Art. 190
Strafe,wird angewendet auf,Täter,art_190,Art. 190
Strafe,freiheitsstrafe,bis zu fünf Jahren,art_190,Art. 190
"Bedingung speziell für grausame Handlung, Anwendung gefährlicher Waffe oder anderen gefährlichen Gegenstande",strafe,Freiheitsstrafe nicht unter drei Jahren,art_190,Art. 190
Zeitpunkt,nach inkrafttreten,-,art_190,Art. 190
"Beurteilung speziell für Bedrohung, Gewaltanwendung, psychischen Druck oder Widerstandsunfähigmachung",erfolgt,nach Inkrafttreten und gilt wenn Täter nötigt zur Vornahme oder Duldung der Vergewaltigung,art_190,Art. 190
"Strafe speziell für Bedrohung, Gewaltanwendung, psychischen Druck oder Widerstandsunfähigmachung",wird angewendet auf,Täter,art_190,Art. 190
"Strafe speziell für Bedrohung, Gewaltanwendung, psychischen Druck oder Widerstandsunfähigmachung",freiheitsstrafe,von einem Jahr bis zu zehn Jahren,art_190,Art. 190
Täter,verbrechen,"Missbrauch urteilsunfähiger oder unfähigen Person zum Beischlaf, zur beischlafsähnlichen oder einer anderen sexuellen Handlung",art_191,Art. 191
Tat,zeitpunkt,vor Inkrafttreten des StGBes,art_191,Art. 191
StGB,ist milder als,vorheriges StGB,art_191,Art. 191
Anwendung,gilt wenn,StGB ist milder und Tat wurde begangen,art_191,Art. 191
Beurteilung,erfolgt,nach Inkrafttreten des StGBes,art_191,Art. 191
Täter,begeht,Verbrechen,art_192,Art. 192
Verbrechen,heisst,Tat,art_192,Art. 192
Tat,zeitpunkt,vor Inkrafttreten,art_192,Art. 192
Beurteilung,erfolgt,nach Inkrafttreten,art_192,Art. 192
StGB,ist,StGB,art_192,Art. 192
StGB,heisst,StGB,art_192,Art. 192
StGB,wird angewendet auf,Täter,art_192,Art. 192
Täter,veranlasst,sexuelle Handlung,art_193,Art. 193
- Triple: Tat,zeitpunkt,vor Inkrafttreten,art_193,Art. 193
- Triple: Tat,wird angewendet auf,Täter,art_193,Art. 193
- Triple: Anwendung,gilt wenn,StGB ist milder,art_193,Art. 193
- Triple: Beurteilung,erfolgt,nach Inkrafttreten,art_193,Art. 193
- Triple: Täter,veranlasst aufgrund von,Notlage oder durch ein Arbeitsverhältnis oder eine in anderer Weise begründete Abhängigkeit,art_193,Art. 193
Täter,vornimmt/vornehmen lässt,sexuelle Handlung,art_193_a,Art.
Täter,in,Gesundheitsbereich,art_193_a,Art.
Täter,bei der ausübung,beruflichen oder organisierten ausserberuflichen Tätigkeit,art_193_a,Art.
StGB,ist,StGB,art_193_a,Art.
StGB,wird angewendet auf,Täter,art_193_a,Art.
Tat,heisst,Verbrechen,art_193_a,Art.
Beurteilung,erfolgt,nach Inkrafttreten,art_193_a,Art.
Vorheriges StGB,ist milder als,StGB,art_193_a,Art.
Anwendung,gilt wenn,StGB ist milder,art_193_a,Art.
Anwendung,gilt wenn,Täter begeht Verbrechen im Gesundheitsbereich bei Ausübung beruflichen oder organisierten ausserberuflichen Tätigkeit und täuscht über den Charakter der Handlung oder ausnutzt Irrtum über den Charakter der Handlung,art_193_a,Art.
exhibitionistische Handlung,vornimmt,Wer,art_194,Art. 194
exhibitionistische Handlung,auf antrag,verfolgt,art_194,Art. 194
Beschuldigte Person,unterwirft sich,äztliche Behandlung,art_194,Art. 194
Beschuldigte Person,gemäss anordnung der zuständigen behörde,unterwirft sich zu Behandlung,art_194,Art. 194
Beschuldigte Person,unterwerfung zur behandlung,führt zum Verfahrens-Einstellung,art_194,Art. 194
exhibitionistische Handlung,schwere fälle,Strafe Geldstrafe,art_194,Art. 194
StGB,ist milder als,vorheriges StGB,art_194,Art. 194
Anwendung der Bestrafung,gilt wenn,exhibitionistische Handlung vornimmt und StGB ist milder,art_194,Art. 194
Tat,verbrechen,a. Freiheitsstrafe bis zu zehn Jahren oder Geldstrafe,art_195,Art. 195
Täter,fürchtet,a. minderjährige Person der Prostitution zuführt,art_195,Art. 195
Beurteilung,erfolgt,nach Inkrafttreten,art_195,Art. 195
StGB,ist milder als,kein Vorheriges StGB,art_195,Art. 195
Täter,wird angewendet auf,a. minderjährige Person der Prostitution zuführt,art_195,Art. 195
Anwendung,gilt wenn,StGB ist milder,art_195,Art. 195
Tat,zeitpunkt,nach Inkrafttreten,art_195,Art. 195
Täter,vornimmt/vornehme,Verbrechen,art_196,Art. 196
Tat,betrefft,minderjährige Person,art_196,Art. 196
Täter,handelt mit,minderjähriger Person,art_196,Art. 196
Handlung,ist sexuell,Ja,art_196,Art. 196
Täter,zahlt/verspricht entgelt für,Verbrechen,art_196,Art. 196
Tat,bestraft mit freiheitsstrafe,bis zu drei Jahren,art_196,Art. 196
Tat,bestraft mit geldstrafe,Ja,art_196,Art. 196
StGB,heisst,StGB,art_196,Art. 196
vorheriges StGB,ist milder als,StGB,art_196,Art. 196
Anwendung,gilt wenn,StGB ist milder,art_196,Art. 196
StGB,wird angewendet auf,Täter,art_196,Art. 196
Täter,verbrechen/vergehen,"Anbietet pornografische Schriften, Ton- oder Bildaufnahmen, Abbildungen, andere Gegenstände solcher Art oder pornografische Vorführungen einer Person unter 16 Jahren",art_197,Art. 197
Täter,verbrechen/vergehen,Offentlich ausstellt oder zeigt oder sie sonst jemandem unaufgefordert anbietet Gegenstände oder Vorführungen im Sinne von Absatz 1,art_197,Art. 197
Täter,verbrechen/vergehen,"Anwirbt eine minderjährige Person, damit diese an einer pornografischen Vorführung mitwirkt oder veranlasst sie zur Mitwirkung an einer derartigen Vorführung",art_197,Art. 197
Täter,verbrechen/vergehen,"Herstellt, einführt, lagert, in Verkehr bringt, anpreist, ausstellt, anbietet, zeigt, überlässt, zugänglich macht, erwirbt, sich über elektronische Mittel oder sonstwie beschafft oder besitzt Gegenstände oder Vorführungen im Sinne von Absatz 1, die sexuelle Handlungen mit Tieren oder nicht tatsächliche sexuelle Handlungen mit Minderjährigen zum Inhalt haben",art_197,Art. 197
Täter,verbrechen/vergehen,"Konsumiert oder zum eigenen Konsum herstellt, einführt, lagert, erwirbt, sich über elektronische Mittel oder sonstwie beschafft oder besitzt Gegenstände oder Vorführungen im Sinne von Absatz 1, die sexuelle Handlungen mit Tieren oder nicht tatsächliche sexuelle Handlungen mit Minderjährigen zum Inhalt haben",art_197,Art. 197
StGB,ist milder als,kein StGB,art_197,Art. 197
Anwendung,gilt wenn,StGB ist milder als vorheriges StGB,art_197,Art. 197
Beurteilung,erfolgt,nach Inkrafttreten,art_197,Art. 197
Täter,vergehen,Verbrechen,art_197_a,Art.
Zeitpunkt,-,vor Inkrafttreten,art_197_a,Art.
Beurteilung,erfolgt,nach Inkrafttreten,art_197_a,Art.
StGB,ist milder als,-,art_197_a,Art.
Anwendung,gilt wenn,StGB ist milder,art_197_a,Art.
Täter,wird angewendet auf,StGB,art_197_a,Art.
Täter,vornimmt sexuelle handlung,"vor jemandem, der dies nicht erwartet",art_198,Art. 198
Tat,erregt ärgernis,"kein Objekt, da es keine Bedingung im Objekt gibt",art_198,Art. 198
Tat,belästigt,jemanden,art_198,Art. 198
Zuständige Behörde,kann beschuldigte person zum besuch eines lernprogramms verpflichten,"kein Objekt, da es keine Bedingung im Objekt gibt",art_198,Art. 198
Beschuldigte Person,absolviert angeordnetes lernprogramm,"kein Objekt, da es keine Bedingung im Objekt gibt",art_198,Art. 198
Verfahren,eingestellt,nach Absolvierung des angeordneten Lernprogramms,art_198,Art. 198
Zuständige Behörde,entscheidet über kosten des verfahrens,nach Inkrafttreten,art_198,Art. 198
Zuständige Behörde,entscheidet über allfällig geltend gemachte forderungen der zivilpartei,nach Inkrafttreten,art_198,Art. 198
Täter,verstößt gegen,Verbrechen,art_199,Art. 199
Tat,zeitpunkt,vor Inkrafttreten,art_199,Art. 199
StGB,ist milder als,vorheriges StGB,art_199,Art. 199
Anwendung,gilt wenn,StGB ist milder,art_199,Art. 199
Beurteilung,erfolgt,Inkrafttreten des StGB,art_199,Art. 199
Handlung,ausgeführt gemeinsam mit,mehrere Personen,art_200,Art. 200
Mehrere Personen,bindet sich an die handlung,nach diesem Titel,art_200,Art. 200
Gericht,erhöht die strafe,um mehr als die Hälfte,art_200,Art. 200
- Strafenziffer,erhöht sich,um mehr als die Hälfte,art_200,Art. 200
StGB,bindet an den titel,dieses Titel,art_200,Art. 200
- StGB,gilt für,Handlung gemeinsam von mehreren Personen,art_200,Art. 200
Zeitpunkt,gilt wenn,StGB ist milder als vorheriges StGB,art_200,Art. 200
- Zeitpunkt,erst gilt,StGB ist gemildert gegenüber vorherigem StGB,art_200,Art. 200
Beurteilung,erfolgt,nach Inkrafttreten von StGB,art_200,Art. 200
- Beurteilung,gilt,nach Inkrafttreten von StGB,art_200,Art. 200
Täter,begeht,Verbrechen,art_201_212,Art. 201–212
Verbrechen,heisst,Tat,art_201_212,Art. 201–212
Tat,zeitpunkt,vor Inkrafttreten,art_201_212,Art. 201–212
StGB,heisst,StGB,art_201_212,Art. 201–212
StGB,ist milder als,vorheriges StGB,art_201_212,Art. 201–212
Anwendung,gilt wenn,StGB ist milder,art_201_212,Art. 201–212
Beurteilung,erfolgt,nach Inkrafttreten,art_201_212,Art. 201–212
Verbrechen,wird angewendet auf,Täter,art_201_212,Art. 201–212
Tat,verbrechen,Beischlaf mit Blutsverwandten oder Geschwistern,art_213,Art. 213
- Täter,tat,Person who committed the offense,art_213,Art. 213
- Tat,zeitpunkt,vor Inkrafttreten,art_213,Art. 213
- StGB,ist milder als,"no prior law specified in this passage, but it can be assumed that there was a previous law and the current one is milder if not stricter.",art_213,Art. 213
- Anwendung,gilt wenn,Person who committed the offense breaks the current StGB,art_213,Art. 213
- Beurteilung,erfolgt,nach Inkrafttreten,art_213,Art. 213
Täter,begeht,Verbrechen,art_214,Art. 214
Verbrechen,ist milder als,vorheriges Verbrechen,art_214,Art. 214
Verbrechen,heisst,Inhalt des Artikels des letztem StGB,art_214,Art. 214
Täter,wird angewendet auf,StGB,art_214,Art. 214
StGB,ist milder als,vorheriges StGB,art_214,Art. 214
Anwendung,gilt wenn,StGB ist milder als vorheriges StGB,art_214,Art. 214
Beurteilung,erfolgt,nach Inkrafttreten von StGB,art_214,Art. 214
Täter,verbrechen,schließen/eine Ehe,art_215,Art. 215
Tat,zeitpunkt,vor Inkrafttreten des StGBes,art_215,Art. 215
Beurteilung,erfolgt,nach Inkrafttreten des StGBes,art_215,Art. 215
StGB,ist milder als,keine vorherigen StGBe erwähnt,art_215,Art. 215
Anwendung,gilt wenn,StGB ist milder als,art_215,Art. 215
StGB,wird angewendet auf,Täter,art_215,Art. 215
Täter,begeht,Verbrechen,art_216,Art. 216
Verbrechen,heisst,Kein Inhalt,art_216,Art. 216
Verbrechen,zeitpunkt,vor Inkrafttreten,art_216,Art. 216
Beurteilung,erfolgt,nach Inkrafttreten,art_216,Art. 216
StGB,ist milder als,previous law,art_216,Art. 216
Anwendung,gilt wenn,StGB ist milder,art_216,Art. 216
Täter,wird angewendet auf,StGB,art_216,Art. 216
Täter,vergehen,Verletzen familienrechtlichen Unterhalts- oder Unterstützungspflichten,art_217,Art. 217
Tat,zeitpunkt,vor Inkrafttreten,art_217,Art. 217
Beurteilung,erfolgt,nach Inkrafttreten,art_217,Art. 217
Täter,verbrechen/vergehen,vor Inkrafttreten,art_218,Art. 218
StGB,ist milder als,vorheriges StGB,art_218,Art. 218
Anwendung,gilt wenn,StGB ist milder,art_218,Art. 218
Beurteilung,erfolgt,nach Inkrafttreten,art_218,Art. 218
StGB,wird angewendet auf,Täter,art_218,Art. 218
Täter,verletzt,Fürsorge- oder Erziehungspflicht,art_219,Art. 219
